model_name,checkpoint,evaluation_group,form_type,language_pair,auc_roc,triplet_accuracy,valid_pairs
BertAll_Exp1_MLM_TLM_Translation_POS (ep10),55500,E2EN-Alignment,Unseen,Demotic-English,0.5215659530314505,0.5470459518599562,457
BertAll_Exp1_MLM_TLM_Translation_POS (ep10),55500,E2EN-Alignment,Seen,Sahidic-English,0.4723341956566138,0.48866498740554154,1985
BertAll_Exp1_MLM_TLM_Translation_POS (ep10),55500,E2EN-Alignment,Unseen,Sahidic-English,0.4425259144253162,0.44846796657381616,359
BertAll_Exp1_MLM_TLM_Translation_POS (ep10),55500,E2EN-Alignment,Seen,Bohairic-English,0.4426171648842986,0.44299065420560746,1605
BertAll_Exp1_MLM_TLM_Translation_POS (ep10),55500,E2EN-Alignment,Unseen,Bohairic-English,0.44638252976320536,0.478134110787172,343
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Cross-Branches,Heterograph,Bohairic-Demotic,0.5438410298888658,0.5353535353535354,396
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Cross-Branches,Heterograph,Bohairic-Hieroglyphic,0.5411792765886843,0.5544217687074829,294
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Cross-Branches,Heterograph,Demotic-Sahidic,0.5112932245975641,0.4985875706214689,708
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Cross-Branches,Heterograph,Hieroglyphic-Sahidic,0.5164978712424204,0.5139751552795031,644
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Within-Branches,Heterograph,Bohairic-Sahidic,0.5961595602436488,0.5660377358490566,318
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Within-Branches,Heterograph,Demotic-Hieroglyphic,0.5466856636972279,0.5345911949685535,318
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Within-Branches,Homograph,Bohairic-Sahidic,0.9996465182043124,1.0,82
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,Within-Branches,Homograph,Demotic-Hieroglyphic,0.9924476658725734,0.994475138121547,181
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Seen,Hieroglyphic-English,0.5260185570000239,0.5303074245939675,6896
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Unseen,Hieroglyphic-English,0.5740264454399922,0.5562841530054645,1830
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Seen,Demotic-English,0.5094068538962664,0.5227400336889388,1781
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Unseen,Demotic-English,0.5750363952335723,0.5704989154013015,461
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Seen,Sahidic-English,0.47553297624402013,0.4795763993948563,1983
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Unseen,Sahidic-English,0.5380976775956284,0.5333333333333333,360
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Seen,Bohairic-English,0.44194282996098405,0.4510423246999368,1583
BertAll_Exp_MLM_Fusion_Alpha_Latin_new (ep10),55500,E2EN-Alignment,Unseen,Bohairic-English,0.5426900655743672,0.5269121813031161,353
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Cross-Branches,Heterograph,Bohairic-Demotic,0.5780786222130185,0.5782828282828283,396
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Cross-Branches,Heterograph,Bohairic-Hieroglyphic,0.5809793429566947,0.5680272108843537,294
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Cross-Branches,Heterograph,Demotic-Sahidic,0.5492176631746303,0.5677966101694916,708
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Cross-Branches,Heterograph,Hieroglyphic-Sahidic,0.5473164752935105,0.5372670807453416,644
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Within-Branches,Heterograph,Bohairic-Sahidic,0.6474727215701811,0.6572327044025157,318
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Within-Branches,Heterograph,Demotic-Hieroglyphic,0.5575490141832199,0.5534591194968553,318
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Within-Branches,Homograph,Bohairic-Sahidic,0.9528101802757156,0.9512195121951219,82
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,Within-Branches,Homograph,Demotic-Hieroglyphic,0.9202949972122256,0.9005524861878453,181
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Seen,Hieroglyphic-English,0.6929181903029398,0.6938012368761686,6953
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Unseen,Hieroglyphic-English,0.5911938908986155,0.5991448423303046,1871
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Seen,Demotic-English,0.7406161055052033,0.735195530726257,1790
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Unseen,Demotic-English,0.5711219639552474,0.570281124497992,498
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Seen,Sahidic-English,0.7189260671250595,0.7027707808564232,1985
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Unseen,Sahidic-English,0.485107767477967,0.48467966573816157,359
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Seen,Bohairic-English,0.7237228524967676,0.7261306532663316,1592
BertAll_Exp_MLM_KL_Latin_latest (ep10),55500,E2EN-Alignment,Unseen,Bohairic-English,0.5435269578954514,0.5302593659942363,347
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Cross-Branches,Heterograph,Bohairic-Demotic,0.5341599364947884,0.5378787878787878,396
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Cross-Branches,Heterograph,Bohairic-Hieroglyphic,0.5285175045628008,0.5204081632653061,294
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Cross-Branches,Heterograph,Demotic-Sahidic,0.5091577236464809,0.4844632768361582,708
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Cross-Branches,Heterograph,Hieroglyphic-Sahidic,0.5207369556001991,0.531055900621118,644
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Within-Branches,Heterograph,Bohairic-Sahidic,0.6068810974099935,0.5974842767295597,318
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Within-Branches,Heterograph,Demotic-Hieroglyphic,0.5455698186982423,0.5691823899371069,318
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Within-Branches,Homograph,Bohairic-Sahidic,0.9999116295510782,1.0,82
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,Within-Branches,Homograph,Demotic-Hieroglyphic,0.9975670333012316,0.994475138121547,181
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Seen,Hieroglyphic-English,0.5076768881321407,0.5070259307547443,6903
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Unseen,Hieroglyphic-English,0.5917231375756292,0.5862808145766345,1866
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Seen,Demotic-English,0.5170391430263366,0.5220793739519285,1789
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Unseen,Demotic-English,0.5978536431302923,0.59375,448
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Seen,Sahidic-English,0.4871343083303966,0.4884653961885657,1994
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Unseen,Sahidic-English,0.6069533022300218,0.6266318537859008,383
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Seen,Bohairic-English,0.4506330620718477,0.44569993722536094,1593
BertAll_Exp_MLM_Fusion_Alpha_IPA (ep10),55500,E2EN-Alignment,Unseen,Bohairic-English,0.5787010048656043,0.5822102425876011,371
BertAll_Exp_MLM_KL_IPA (ep10),55500,Cross-Branches,Heterograph,Bohairic-Demotic,0.5818808817100389,0.5782828282828283,396
BertAll_Exp_MLM_KL_IPA (ep10),55500,Cross-Branches,Heterograph,Bohairic-Hieroglyphic,0.5882694541231127,0.5918367346938775,294
BertAll_Exp_MLM_KL_IPA (ep10),55500,Cross-Branches,Heterograph,Demotic-Sahidic,0.5582316597109843,0.5677966101694916,708
BertAll_Exp_MLM_KL_IPA (ep10),55500,Cross-Branches,Heterograph,Hieroglyphic-Sahidic,0.5487955471183442,0.562111801242236,644
BertAll_Exp_MLM_KL_IPA (ep10),55500,Within-Branches,Heterograph,Bohairic-Sahidic,0.6373124350022286,0.6132075471698113,318
BertAll_Exp_MLM_KL_IPA (ep10),55500,Within-Branches,Heterograph,Demotic-Hieroglyphic,0.5595778232722846,0.5786163522012578,318
BertAll_Exp_MLM_KL_IPA (ep10),55500,Within-Branches,Homograph,Bohairic-Sahidic,0.9512195121951219,0.975609756097561,82
BertAll_Exp_MLM_KL_IPA (ep10),55500,Within-Branches,Homograph,Demotic-Hieroglyphic,0.9163414263267272,0.9171270718232044,181
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Seen,Hieroglyphic-English,0.6841943136160823,0.6900320606237249,6862
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Unseen,Hieroglyphic-English,0.581340924956627,0.5780989438576987,1799
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Seen,Demotic-English,0.7291327154326748,0.7369299221357063,1798
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Unseen,Demotic-English,0.5870113048611785,0.5691244239631337,434
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Seen,Sahidic-English,0.7258760365870458,0.7217125382262997,1962
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Unseen,Sahidic-English,0.5003881455774236,0.479108635097493,359
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Seen,Bohairic-English,0.7222699279465359,0.7198738170347003,1585
BertAll_Exp_MLM_KL_IPA (ep10),55500,E2EN-Alignment,Unseen,Bohairic-English,0.4943678622412562,0.5052083333333334,384
